CUSTOMER_ID,CUSTOMER_NAME,EMAIL,PHONE,ADDRESS,CREDIT_LIMIT,CUSTOMER_TYPE,CREATED_DATE
50,Customer_50,customer50@example.com,13800000050,Address for customer 50,42775.71,RETAIL,2025-11-07 15:31:26
51,Customer_51,customer51@example.com,13800000051,Address for customer 51,22197.79,BUSINESS,2025-02-13 21:50:59
52,Customer_52,customer52@example.com,13800000052,Address for customer 52,2780.99,RETAIL,2025-10-27 07:35:12
53,Customer_53,customer53@example.com,13800000053,Address for customer 53,46819.08,RETAIL,2025-07-16 02:56:36
54,Customer_54,customer54@example.com,13800000054,Address for customer 54,40138.17,BUSINESS,2024-02-10 10:52:57
55,Customer_55,customer55@example.com,13800000055,Address for customer 55,16075.65,RETAIL,2025-06-13 22:38:11
56,Customer_56,customer56@example.com,13800000056,Address for customer 56,12533.37,RETAIL,2025-10-25 19:29:26
57,Customer_57,customer57@example.com,13800000057,Address for customer 57,11743.5,BUSINESS,2024-03-23 15:43:47
58,Customer_58,customer58@example.com,13800000058,Address for customer 58,27501.49,RETAIL,2024-01-24 11:30:30
59,Customer_59,customer59@example.com,13800000059,Address for customer 59,32165.67,RETAIL,2024-03-01 17:05:46
60,Customer_60,customer60@example.com,13800000060,Address for customer 60,31097.06,BUSINESS,2025-05-13 23:57:15
61,Customer_61,customer61@example.com,13800000061,Address for customer 61,37244.19,RETAIL,2025-01-19 14:10:10
62,Customer_62,customer62@example.com,13800000062,Address for customer 62,13165.51,RETAIL,2025-10-15 15:16:32
63,Customer_63,customer63@example.com,13800000063,Address for customer 63,49815.15,BUSINESS,2024-12-04 17:35:55
64,Customer_64,customer64@example.com,13800000064,Address for customer 64,10740.62,RETAIL,2025-09-15 03:19:48
65,Customer_65,customer65@example.com,13800000065,Address for customer 65,13543.21,RETAIL,2025-03-07 03:58:50
66,Customer_66,customer66@example.com,13800000066,Address for customer 66,3320.87,BUSINESS,2024-09-26 00:15:54
67,Customer_67,customer67@example.com,13800000067,Address for customer 67,20684.86,RETAIL,2024-06-21 07:02:10
68,Customer_68,customer68@example.com,13800000068,Address for customer 68,44004.7,RETAIL,2025-07-01 19:21:32
69,Customer_69,customer69@example.com,13800000069,Address for customer 69,43615.43,BUSINESS,2024-07-22 09:27:31
70,Customer_70,customer70@example.com,13800000070,Address for customer 70,26827.31,RETAIL,2024-05-02 05:31:18
71,Customer_71,customer71@example.com,13800000071,Address for customer 71,43154.29,RETAIL,2025-07-21 16:38:50
72,Customer_72,customer72@example.com,13800000072,Address for customer 72,2837.98,BUSINESS,2024-02-26 03:34:37
73,Customer_73,customer73@example.com,13800000073,Address for customer 73,7444.96,RETAIL,2025-01-07 02:06:45
74,Customer_74,customer74@example.com,13800000074,Address for customer 74,22262.35,RETAIL,2024-02-10 02:54:56
75,Customer_75,customer75@example.com,13800000075,Address for customer 75,29702.19,BUSINESS,2024-11-03 17:53:23
76,Customer_76,customer76@example.com,13800000076,Address for customer 76,5002.59,RETAIL,2025-03-21 03:22:42
77,Customer_77,customer77@example.com,13800000077,Address for customer 77,46200.75,RETAIL,2025-10-30 23:36:57
78,Customer_78,customer78@example.com,13800000078,Address for customer 78,11398.97,BUSINESS,2025-03-05 21:01:43
79,Customer_79,customer79@example.com,13800000079,Address for customer 79,1494.09,RETAIL,2025-07-25 02:00:50
80,Customer_80,customer80@example.com,13800000080,Address for customer 80,14210.48,RETAIL,2025-08-26 05:01:22
81,Customer_81,customer81@example.com,13800000081,Address for customer 81,34050.2,BUSINESS,2024-05-05 16:31:05
82,Customer_82,customer82@example.com,13800000082,Address for customer 82,31013.68,RETAIL,2024-08-13 08:18:11
83,Customer_83,customer83@example.com,13800000083,Address for customer 83,4613.37,RETAIL,2025-10-22 02:30:11
84,Customer_84,customer84@example.com,13800000084,Address for customer 84,19375.05,BUSINESS,2025-11-08 15:31:50
85,Customer_85,customer85@example.com,13800000085,Address for customer 85,32587.52,RETAIL,2025-11-23 23:21:03
86,Customer_86,customer86@example.com,13800000086,Address for customer 86,42020.52,RETAIL,2025-01-15 16:13:17
87,Customer_87,customer87@example.com,13800000087,Address for customer 87,9575.91,BUSINESS,2024-09-24 09:10:04
88,Customer_88,customer88@example.com,13800000088,Address for customer 88,14500.03,RETAIL,2024-04-17 09:17:32
89,Customer_89,customer89@example.com,13800000089,Address for customer 89,49954.03,RETAIL,2024-09-02 04:08:25
90,Customer_90,customer90@example.com,13800000090,Address for customer 90,5183.25,BUSINESS,2024-11-14 05:29:49
91,Customer_91,customer91@example.com,13800000091,Address for customer 91,8361.14,RETAIL,2025-06-22 00:45:57
92,Customer_92,customer92@example.com,13800000092,Address for customer 92,29009.65,RETAIL,2025-09-04 09:48:19
93,Customer_93,customer93@example.com,13800000093,Address for customer 93,26867.47,BUSINESS,2025-07-07 06:10:27
94,Customer_94,customer94@example.com,13800000094,Address for customer 94,4838.48,RETAIL,2025-03-18 06:48:56
95,Customer_95,customer95@example.com,13800000095,Address for customer 95,1848.08,RETAIL,2025-09-27 03:40:17
96,Customer_96,customer96@example.com,13800000096,Address for customer 96,23448.49,BUSINESS,2024-12-11 18:40:24
97,Customer_97,customer97@example.com,13800000097,Address for customer 97,29695.05,RETAIL,2025-10-02 17:17:02
98,Customer_98,customer98@example.com,13800000098,Address for customer 98,28451.99,RETAIL,2024-03-02 14:04:39
99,Customer_99,customer99@example.com,13800000099,Address for customer 99,18287.56,BUSINESS,2025-03-17 18:38:36
100,Customer_100,customer100@example.com,13800000100,Address for customer 100,2492.07,RETAIL,2024-06-25 16:00:31
101,Customer_101,customer101@example.com,13800000101,Address for customer 101,29225.98,RETAIL,2025-06-28 21:08:07
102,Customer_102,customer102@example.com,13800000102,Address for customer 102,23530.39,BUSINESS,2024-07-06 21:22:09
103,Customer_103,customer103@example.com,13800000103,Address for customer 103,13157.05,RETAIL,2025-04-27 02:25:38
104,Customer_104,customer104@example.com,13800000104,Address for customer 104,14676.08,RETAIL,2024-03-11 16:54:46
105,Customer_105,customer105@example.com,13800000105,Address for customer 105,39369.08,BUSINESS,2025-06-09 13:11:24
106,Customer_106,customer106@example.com,13800000106,Address for customer 106,1530.28,RETAIL,2025-09-17 15:08:09
107,Customer_107,customer107@example.com,13800000107,Address for customer 107,26264.82,RETAIL,2024-05-09 05:49:27
108,Customer_108,customer108@example.com,13800000108,Address for customer 108,19106.25,BUSINESS,2025-08-17 22:43:10
109,Customer_109,customer109@example.com,13800000109,Address for customer 109,6178.87,RETAIL,2024-08-26 20:38:24
110,Customer_110,customer110@example.com,13800000110,Address for customer 110,6939.45,RETAIL,2025-11-07 02:55:18
111,Customer_111,customer111@example.com,13800000111,Address for customer 111,13753.25,BUSINESS,2024-05-15 03:25:49
112,Customer_112,customer112@example.com,13800000112,Address for customer 112,32024.55,RETAIL,2025-07-28 15:21:51
113,Customer_113,customer113@example.com,13800000113,Address for customer 113,11169.78,RETAIL,2025-03-28 19:03:15
114,Customer_114,customer114@example.com,13800000114,Address for customer 114,22087.61,BUSINESS,2024-12-23 17:05:33
115,Customer_115,customer115@example.com,13800000115,Address for customer 115,4148.08,RETAIL,2025-06-03 10:50:16
116,Customer_116,customer116@example.com,13800000116,Address for customer 116,32721.64,RETAIL,2024-11-19 05:56:39
117,Customer_117,customer117@example.com,13800000117,Address for customer 117,47710.73,BUSINESS,2024-12-11 01:31:38
118,Customer_118,customer118@example.com,13800000118,Address for customer 118,17795.44,RETAIL,2025-03-28 02:44:43
119,Customer_119,customer119@example.com,13800000119,Address for customer 119,32245.83,RETAIL,2024-05-02 07:34:40
120,Customer_120,customer120@example.com,13800000120,Address for customer 120,5898.74,BUSINESS,2025-05-30 19:33:06
121,Customer_121,customer121@example.com,13800000121,Address for customer 121,28302.05,RETAIL,2025-11-08 12:01:06
122,Customer_122,customer122@example.com,13800000122,Address for customer 122,29034.17,RETAIL,2024-12-20 00:01:44
123,Customer_123,customer123@example.com,13800000123,Address for customer 123,49435.31,BUSINESS,2024-05-19 03:24:32
124,Customer_124,customer124@example.com,13800000124,Address for customer 124,37583.29,RETAIL,2024-08-26 12:52:05
125,Customer_125,customer125@example.com,13800000125,Address for customer 125,41693.14,RETAIL,2024-09-02 17:08:34
126,Customer_126,customer126@example.com,13800000126,Address for customer 126,2229.11,BUSINESS,2024-10-22 13:31:26
127,Customer_127,customer127@example.com,13800000127,Address for customer 127,13036.57,RETAIL,2024-09-15 17:30:38
128,Customer_128,customer128@example.com,13800000128,Address for customer 128,1315.06,RETAIL,2024-06-20 06:17:50
129,Customer_129,customer129@example.com,13800000129,Address for customer 129,33755.38,BUSINESS,2024-04-03 13:38:05
130,Customer_130,customer130@example.com,13800000130,Address for customer 130,15141.57,RETAIL,2025-05-29 19:04:05
131,Customer_131,customer131@example.com,13800000131,Address for customer 131,33494.71,RETAIL,2024-03-08 02:10:13
132,Customer_132,customer132@example.com,13800000132,Address for customer 132,25334.79,BUSINESS,2024-07-24 17:13:51
133,Customer_133,customer133@example.com,13800000133,Address for customer 133,42295.86,RETAIL,2025-04-29 17:35:28
134,Customer_134,customer134@example.com,13800000134,Address for customer 134,28373.42,RETAIL,2025-09-22 18:10:19
135,Customer_135,customer135@example.com,13800000135,Address for customer 135,34905.85,BUSINESS,2025-02-04 05:44:43
136,Customer_136,customer136@example.com,13800000136,Address for customer 136,26154.22,RETAIL,2024-09-16 06:15:21
137,Customer_137,customer137@example.com,13800000137,Address for customer 137,39220.92,RETAIL,2024-08-25 01:16:10
138,Customer_138,customer138@example.com,13800000138,Address for customer 138,31574.36,BUSINESS,2025-07-15 03:52:09
139,Customer_139,customer139@example.com,13800000139,Address for customer 139,33378.28,RETAIL,2025-04-10 15:47:45
140,Customer_140,customer140@example.com,13800000140,Address for customer 140,46156.5,RETAIL,2025-12-15 18:45:29
141,Customer_141,customer141@example.com,13800000141,Address for customer 141,4863.96,BUSINESS,2025-02-14 11:29:50
142,Customer_142,customer142@example.com,13800000142,Address for customer 142,7904.28,RETAIL,2025-05-31 14:05:03
143,Customer_143,customer143@example.com,13800000143,Address for customer 143,48508.71,RETAIL,2024-09-22 20:52:21
144,Customer_144,customer144@example.com,13800000144,Address for customer 144,18575.77,BUSINESS,2024-10-16 05:39:50
145,Customer_145,customer145@example.com,13800000145,Address for customer 145,22331.65,RETAIL,2024-10-09 05:31:38
146,Customer_146,customer146@example.com,13800000146,Address for customer 146,35823.31,RETAIL,2025-06-07 04:39:26
147,Customer_147,customer147@example.com,13800000147,Address for customer 147,39083.44,BUSINESS,2024-11-03 13:46:28
148,Customer_148,customer148@example.com,13800000148,Address for customer 148,3316.37,RETAIL,2025-03-26 22:16:49
149,Customer_149,customer149@example.com,13800000149,Address for customer 149,22694.48,RETAIL,2025-10-09 04:01:54
150,Customer_150,customer150@example.com,13800000150,Address for customer 150,34623.55,BUSINESS,2024-09-03 11:05:48
151,Customer_151,customer151@example.com,13800000151,Address for customer 151,15559.72,RETAIL,2025-07-06 23:51:46
152,Customer_152,customer152@example.com,13800000152,Address for customer 152,18354.85,RETAIL,2024-10-24 10:46:54
153,Customer_153,customer153@example.com,13800000153,Address for customer 153,19365.07,BUSINESS,2024-09-26 08:08:55
154,Customer_154,customer154@example.com,13800000154,Address for customer 154,43229.38,RETAIL,2024-03-22 17:06:43
155,Customer_155,customer155@example.com,13800000155,Address for customer 155,3124.46,RETAIL,2024-03-06 23:48:14
156,Customer_156,customer156@example.com,13800000156,Address for customer 156,41258.68,BUSINESS,2024-07-16 16:35:07
157,Customer_157,customer157@example.com,13800000157,Address for customer 157,17934.73,RETAIL,2025-03-05 09:16:38
158,Customer_158,customer158@example.com,13800000158,Address for customer 158,31489.77,RETAIL,2024-10-08 05:48:45
159,Customer_159,customer159@example.com,13800000159,Address for customer 159,29434.41,BUSINESS,2024-04-28 23:17:52
160,Customer_160,customer160@example.com,13800000160,Address for customer 160,18545.93,RETAIL,2025-06-23 18:04:41
161,Customer_161,customer161@example.com,13800000161,Address for customer 161,49262.73,RETAIL,2025-06-30 03:53:37
162,Customer_162,customer162@example.com,13800000162,Address for customer 162,23251.19,BUSINESS,2025-02-04 11:20:57
163,Customer_163,customer163@example.com,13800000163,Address for customer 163,4238.51,RETAIL,2024-11-29 19:15:09
164,Customer_164,customer164@example.com,13800000164,Address for customer 164,4078.83,RETAIL,2025-08-03 02:28:02
165,Customer_165,customer165@example.com,13800000165,Address for customer 165,41381.22,BUSINESS,2025-05-31 09:21:02
166,Customer_166,customer166@example.com,13800000166,Address for customer 166,46529.73,RETAIL,2024-02-14 04:11:33
167,Customer_167,customer167@example.com,13800000167,Address for customer 167,32345.35,RETAIL,2025-06-25 11:33:19
168,Customer_168,customer168@example.com,13800000168,Address for customer 168,32776.98,BUSINESS,2025-02-15 18:48:29
169,Customer_169,customer169@example.com,13800000169,Address for customer 169,6120.19,RETAIL,2026-01-10 12:12:30
170,Customer_170,customer170@example.com,13800000170,Address for customer 170,11599.5,RETAIL,2026-01-03 01:51:13
171,Customer_171,customer171@example.com,13800000171,Address for customer 171,29508.25,BUSINESS,2025-09-03 01:29:46
172,Customer_172,customer172@example.com,13800000172,Address for customer 172,19085.46,RETAIL,2024-06-22 04:29:35
173,Customer_173,customer173@example.com,13800000173,Address for customer 173,3982.86,RETAIL,2025-05-14 19:09:52
174,Customer_174,customer174@example.com,13800000174,Address for customer 174,46743.97,BUSINESS,2025-04-26 20:59:24
175,Customer_175,customer175@example.com,13800000175,Address for customer 175,23144.09,RETAIL,2025-03-22 23:52:34
176,Customer_176,customer176@example.com,13800000176,Address for customer 176,34225.42,RETAIL,2025-03-06 16:55:36
177,Customer_177,customer177@example.com,13800000177,Address for customer 177,20604.32,BUSINESS,2025-10-02 05:13:46
178,Customer_178,customer178@example.com,13800000178,Address for customer 178,8330.46,RETAIL,2025-04-22 16:52:24
179,Customer_179,customer179@example.com,13800000179,Address for customer 179,41208.1,RETAIL,2025-03-14 11:51:33
180,Customer_180,customer180@example.com,13800000180,Address for customer 180,41829.46,BUSINESS,2025-08-20 11:54:44
181,Customer_181,customer181@example.com,13800000181,Address for customer 181,48001.37,RETAIL,2024-06-14 20:33:28
182,Customer_182,customer182@example.com,13800000182,Address for customer 182,43352.86,RETAIL,2024-09-01 13:09:50
183,Customer_183,customer183@example.com,13800000183,Address for customer 183,10982.9,BUSINESS,2025-02-03 18:47:39
184,Customer_184,customer184@example.com,13800000184,Address for customer 184,10848.38,RETAIL,2025-02-18 08:58:37
185,Customer_185,customer185@example.com,13800000185,Address for customer 185,22179.51,RETAIL,2024-05-11 04:32:50
186,Customer_186,customer186@example.com,13800000186,Address for customer 186,32636.59,BUSINESS,2025-09-16 07:55:06
187,Customer_187,customer187@example.com,13800000187,Address for customer 187,2745,RETAIL,2024-07-31 09:20:36
188,Customer_188,customer188@example.com,13800000188,Address for customer 188,3893.89,RETAIL,2025-12-10 02:07:18
189,Customer_189,customer189@example.com,13800000189,Address for customer 189,30509.81,BUSINESS,2025-04-04 21:29:54
190,Customer_190,customer190@example.com,13800000190,Address for customer 190,41507.14,RETAIL,2024-12-30 20:47:29
191,Customer_191,customer191@example.com,13800000191,Address for customer 191,48332.89,RETAIL,2024-07-21 09:05:38
192,Customer_192,customer192@example.com,13800000192,Address for customer 192,32872.61,BUSINESS,2025-08-02 01:25:32
193,Customer_193,customer193@example.com,13800000193,Address for customer 193,23072.65,RETAIL,2025-11-16 01:36:38
194,Customer_194,customer194@example.com,13800000194,Address for customer 194,16736.24,RETAIL,2025-02-10 22:58:23
195,Customer_195,customer195@example.com,13800000195,Address for customer 195,34945.03,BUSINESS,2025-01-26 06:59:16
196,Customer_196,customer196@example.com,13800000196,Address for customer 196,32975.32,RETAIL,2025-11-27 01:20:39
197,Customer_197,customer197@example.com,13800000197,Address for customer 197,39892.77,RETAIL,2025-11-14 16:41:58
198,Customer_198,customer198@example.com,13800000198,Address for customer 198,35102.97,BUSINESS,2024-06-18 20:14:06
199,Customer_199,customer199@example.com,13800000199,Address for customer 199,32870.1,RETAIL,2024-11-22 21:50:31
200,Customer_200,customer200@example.com,13800000200,Address for customer 200,12321.3,RETAIL,2025-01-18 00:29:21
201,Customer_201,customer201@example.com,13800000201,Address for customer 201,9402.36,BUSINESS,2024-11-16 06:20:07
202,Customer_202,customer202@example.com,13800000202,Address for customer 202,26460.5,RETAIL,2025-01-22 02:03:55
203,Customer_203,customer203@example.com,13800000203,Address for customer 203,7493.7,RETAIL,2024-07-24 03:07:44
204,Customer_204,customer204@example.com,13800000204,Address for customer 204,24202.8,BUSINESS,2026-01-10 19:10:58
205,Customer_205,customer205@example.com,13800000205,Address for customer 205,26869.9,RETAIL,2024-01-31 18:59:03
206,Customer_206,customer206@example.com,13800000206,Address for customer 206,44180.84,RETAIL,2024-06-18 02:26:35
207,Customer_207,customer207@example.com,13800000207,Address for customer 207,8737.93,BUSINESS,2025-01-24 20:50:31
208,Customer_208,customer208@example.com,13800000208,Address for customer 208,21731.82,RETAIL,2025-03-19 20:16:42
209,Customer_209,customer209@example.com,13800000209,Address for customer 209,43619.3,RETAIL,2025-08-30 06:34:09
210,Customer_210,customer210@example.com,13800000210,Address for customer 210,8023.25,BUSINESS,2024-03-29 22:58:23
211,Customer_211,customer211@example.com,13800000211,Address for customer 211,47642.1,RETAIL,2024-04-30 06:18:46
212,Customer_212,customer212@example.com,13800000212,Address for customer 212,26176.48,RETAIL,2025-07-31 18:27:04
213,Customer_213,customer213@example.com,13800000213,Address for customer 213,46041.63,BUSINESS,2025-05-08 10:52:59
214,Customer_214,customer214@example.com,13800000214,Address for customer 214,47433.81,RETAIL,2024-08-30 09:17:00
215,Customer_215,customer215@example.com,13800000215,Address for customer 215,15565.24,RETAIL,2025-06-15 00:14:26
216,Customer_216,customer216@example.com,13800000216,Address for customer 216,27407.95,BUSINESS,2024-06-27 10:58:09
217,Customer_217,customer217@example.com,13800000217,Address for customer 217,48375.72,RETAIL,2025-05-05 01:26:48
218,Customer_218,customer218@example.com,13800000218,Address for customer 218,1271.69,RETAIL,2025-11-01 16:32:50
219,Customer_219,customer219@example.com,13800000219,Address for customer 219,24423.56,BUSINESS,2025-10-14 02:38:29
220,Customer_220,customer220@example.com,13800000220,Address for customer 220,12099.66,RETAIL,2024-01-30 05:30:25
221,Customer_221,customer221@example.com,13800000221,Address for customer 221,3697.78,RETAIL,2025-08-17 22:55:46
222,Customer_222,customer222@example.com,13800000222,Address for customer 222,13094.43,BUSINESS,2024-05-02 08:34:01
223,Customer_223,customer223@example.com,13800000223,Address for customer 223,48308.52,RETAIL,2025-11-18 08:15:27
224,Customer_224,customer224@example.com,13800000224,Address for customer 224,24195.59,RETAIL,2024-09-15 19:08:02
225,Customer_225,customer225@example.com,13800000225,Address for customer 225,14041.46,BUSINESS,2024-05-10 15:21:14
226,Customer_226,customer226@example.com,13800000226,Address for customer 226,34419.08,RETAIL,2024-10-30 10:16:17
227,Customer_227,customer227@example.com,13800000227,Address for customer 227,21757.54,RETAIL,2024-07-18 11:59:26
228,Customer_228,customer228@example.com,13800000228,Address for customer 228,36234.65,BUSINESS,2025-11-07 09:09:26
229,Customer_229,customer229@example.com,13800000229,Address for customer 229,46120.13,RETAIL,2025-02-05 21:15:39
230,Customer_230,customer230@example.com,13800000230,Address for customer 230,9504.2,RETAIL,2025-03-05 04:36:13
231,Customer_231,customer231@example.com,13800000231,Address for customer 231,2334.5,BUSINESS,2026-01-03 09:51:30
232,Customer_232,customer232@example.com,13800000232,Address for customer 232,39026.29,RETAIL,2025-01-16 18:45:39
233,Customer_233,customer233@example.com,13800000233,Address for customer 233,16805.23,RETAIL,2024-04-06 00:43:13
234,Customer_234,customer234@example.com,13800000234,Address for customer 234,44367.57,BUSINESS,2024-10-05 21:22:31
235,Customer_235,customer235@example.com,13800000235,Address for customer 235,30777.48,RETAIL,2024-09-25 22:08:44
236,Customer_236,customer236@example.com,13800000236,Address for customer 236,20016.58,RETAIL,2024-03-09 06:57:45
237,Customer_237,customer237@example.com,13800000237,Address for customer 237,20006.18,BUSINESS,2025-04-03 01:45:08
238,Customer_238,customer238@example.com,13800000238,Address for customer 238,37610.88,RETAIL,2024-03-14 17:48:38
239,Customer_239,customer239@example.com,13800000239,Address for customer 239,46530.84,RETAIL,2024-01-23 20:08:35
240,Customer_240,customer240@example.com,13800000240,Address for customer 240,44584.35,BUSINESS,2025-08-30 08:42:51
241,Customer_241,customer241@example.com,13800000241,Address for customer 241,9865.79,RETAIL,2024-10-10 11:33:38
242,Customer_242,customer242@example.com,13800000242,Address for customer 242,15127.3,RETAIL,2024-08-04 23:32:21
243,Customer_243,customer243@example.com,13800000243,Address for customer 243,2712.97,BUSINESS,2025-07-08 09:45:00
244,Customer_244,customer244@example.com,13800000244,Address for customer 244,43356.16,RETAIL,2024-04-05 09:15:06
245,Customer_245,customer245@example.com,13800000245,Address for customer 245,40861.96,RETAIL,2025-09-03 22:24:16
246,Customer_246,customer246@example.com,13800000246,Address for customer 246,26885.52,BUSINESS,2025-01-09 03:47:29
247,Customer_247,customer247@example.com,13800000247,Address for customer 247,7686.16,RETAIL,2026-01-10 14:57:34
248,Customer_248,customer248@example.com,13800000248,Address for customer 248,24188.18,RETAIL,2025-04-12 05:13:30
249,Customer_249,customer249@example.com,13800000249,Address for customer 249,5369.61,BUSINESS,2025-10-08 08:36:19
250,Customer_250,customer250@example.com,13800000250,Address for customer 250,24844.44,RETAIL,2024-11-20 15:30:44
251,Customer_251,customer251@example.com,13800000251,Address for customer 251,36538.62,RETAIL,2024-04-24 11:36:26
252,Customer_252,customer252@example.com,13800000252,Address for customer 252,29829.15,BUSINESS,2024-09-22 16:57:58
253,Customer_253,customer253@example.com,13800000253,Address for customer 253,12243.9,RETAIL,2025-03-05 14:56:49
254,Customer_254,customer254@example.com,13800000254,Address for customer 254,26462.82,RETAIL,2025-04-30 06:55:28
255,Customer_255,customer255@example.com,13800000255,Address for customer 255,36869.85,BUSINESS,2024-10-25 20:43:26
256,Customer_256,customer256@example.com,13800000256,Address for customer 256,14527.08,RETAIL,2025-10-30 07:39:17
257,Customer_257,customer257@example.com,13800000257,Address for customer 257,5747.21,RETAIL,2025-02-09 19:06:08
258,Customer_258,customer258@example.com,13800000258,Address for customer 258,8381.72,BUSINESS,2025-11-28 03:47:58
259,Customer_259,customer259@example.com,13800000259,Address for customer 259,14253.35,RETAIL,2024-10-02 14:28:39
